source_index,Company Name,Rating,raw_review_text,Nhãn thật,Baseline,Threshold 0.30,P(Negative),Cặp nhầm,Nhóm tín hiệu,Độ chắc chắn lỗi
6266,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),3,"Môi trường khá thoải mái dễ chịu, đóng bảo hiểm thất nghiệp theo lương thực nhận . Công ty khá thoải mái trong việc tạo môi trường làm việc pro, có cung cấp đồ uống, coffee, tea... thoải mái cho nhân viện.
Đóng bảo hiểm thất nghiệp theo lương thực nhận..khá cao, đấy là 1 trong nhưng điều khiến nhân viên thích gắn bó với công ty.
Công ty ít khi phải OT nếu như ko được sếp duyệt.
Có tiền OT nếu phải OT . Công ty theo p cách Nhật nên thứ 2 hàng tuần sẽ phải có buổi chào cờ, tập thể dục 3-4', hát bài công ty ca. công ty sẽ nói về vision của công ty cho nhân vien giống như 1 số công ty Nhật Hàn hay làm....Trong giờ làm việc ko được vào bất cứ site nào ngoài site công ty, chỉ làm việc như 1 cái máy ngay cả giờ nghỉ trưa công ty cũng k mở cổng để vào các site bên ngoài đọc tin tức.
Sáng sớm đến phải đến Whiteboard lật Your name tag, đổi nó thành Visible để mọi người trong cty biết là bạn đã đến làm, chiều về thì lật thẻ tên bạn úp xuống. Nếu quên sẽ bị nhắc nhở.",Neutral,Positive,Positive,0.022032096155603198,Neutral → Positive,Khen và chê trong cùng review,0.9779679038443968
1573,FPT Software,3,"Môi trường tốt cho các bạn mới ra trường . Dự án: có nhiều dự án lớn nên có nhiều cơ hội để làm và học hỏi nhiều từ dự án thực tế.
Công nghệ: công nghệ đi theo từng dự án, tuy nhiên cũng có nhiều công nghệ mới theo xu hướng.
Môi trường: nhiều bạn trẻ nên giao tiếp cũng trở nên dễ dàng
OT được trả tiền, tuy nhiên đôi khi OT quá nhiều khi chạy dự án. . Career path để phát triển nhân viên thường không được chú trọng. Nên có chính sách rõ ràng để nhân viên gắn bó lâu dài với công ty.",Neutral,Positive,Positive,0.02208668933662075,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9779133106633793
7855,Viettel Group,3,"Công ty hơi cứng nhắc về quy định . Công ty đầu tư khá nhiều cho việc nghiên cứu phát triển . Qui định của công ty có phần cứng nhắc và một số lỗi nhỏ có thể bị phạt nặng
Công ty không có quy định rõ ràng và hợp lý về việc OT",Neutral,Positive,Positive,0.02211441179292612,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9778855882070738
180,bbv Vietnam,3,"Good for beginner . - Clearly process, friendly colleagues and free snack
Rarely OT, if happen, pay follow legal policy. But it can not convert to money :D . - Better salary package, need more talented people",Neutral,Positive,Positive,0.02214438177429714,Neutral → Positive,Từ lóng / ngữ cảnh ngành IT,0.9778556182257029
2,Accenture,3,"Môi trường làm việc thoải mái vui vẻ . Mội người thân thiện, giúp đỡ lẫn nhau. Chương trình Internship chuyên nghiệp được tổ chức bài bản
Khá hài lòng do muốn hoàn thành công việc nên OT chứ không phải công ty yêu cầu, mỗi tội hơi nóng do sau 6h tòa nhà tắt máy lạnh . Do công ty làm outsourcing về mảng system nên thường sẽ nghe theo khách hàng nên sẽ khó có tính sáng tạo trong công việc",Neutral,Positive,Positive,0.02236734418065972,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9776326558193402
7696,TymeX,3,"Công ty khá ổn . Lĩnh vực banking tài chính khá hấp dẫn, chắc chắn, chững chạc nhưng không kém dynamic. Đồng nghiệp giỏi, học hỏi được nhiều. Công ty theo agile, có tốc độ khá nhanh, đòi hỏi tinh thần change champion và adaptive cao.
Lương thưởng cũng ổn, có các hoạt động ăn uống theo tuần, happy hour cũng như các hoạt động vui chơi, company trip đầy đủ.
Nhân viên hỗ trợ nhiệt tình về thủ tục giấy tờ, visa passport các thứ. Highly recommend cho anh em thích bay nhảy du lịch.
Chính sách OT của công ty khá ổn, mức giá tốt và được thanh toán vào lương mỗi tháng luôn. . Hi vọng sẽ có văn phòng mới rộng hơn và có chỗ để xe thoáng hơn, giờ ở chung với trường đại học giữ xe chung với sinh viên khá chật, di chuyển cũng khó khăn, tốn thời gian làm anh em ngại lên văn phòng.",Neutral,Positive,Positive,0.02275815099431711,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9772418490056829
823,Deliveree On-Demand Logistics,3,"HR thiếu chuyên nghiệp . - Công ty trẻ, môi trường năng động push anh em làm việc
- Có nhiều đồ ăn uống
- CTO giỏi . - HR thiếu chuyên nghiệp, k công tâm cho nhân viên
- Ít chính sách thăng tiến cho nhân viên
OT nhiều, k có thời gian giành cho gia đình, làm việc stress cao",Neutral,Positive,Positive,0.02361937654238463,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9763806234576153
3847,Hitachi Digital Services,3,"Good for newbie . friendly environment for working
many young people . too much OT in a week, OT not have salary or anything else",Neutral,Positive,Positive,0.024200155585894893,Neutral → Positive,Từ lóng / ngữ cảnh ngành IT,0.975799844414105
5052,MB Bank,3,"Công ty tốt . Văn phòng đẹp, chuyên nghiệp, bãi đổ xe rộng
Nhân viên vui vẻ . Họp và báo cái hơi nhiều, muốn có nhiều chế độ đãi ngộ hơn cho nhân viên
Không thích OT nhiều, muốn dành thời gian cho gia đình",Neutral,Positive,Positive,0.02623753036134399,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.973762469638656
47,Allexceed Việt Nam,3,"Sếp ổn, mọi người thân thiện, môi trường làm việc khá thoải mái. . Giờ giấc làm việc thoải mái, không cố định giờ vào làm.
Mọi người thân thiện, nhiệt tình
Đánh giá OT rõ ràng và trả lương OT đầy đủ. . Phúc lợi cho nhân viên không có nhiều, ít có teambuilding hoặc các hoạt động giải trí.",Neutral,Positive,Positive,0.02627501314657549,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9737249868534245
4700,LARION,3,"Nơi làm việc tốt . Môi trường thuận lợi để phát triển bản thân + sự nghiệp
Đồng nghiệp hòa đồng thân thiện
Có phần relax để nhân viên nghỉ trưa
Nhiều chương trình hoạt động thể dục thể thao
Nằm trong công viên phần mềm Quang Trung nên không khí trong lành dễ chịu . Tăng lương chậm
CDS đánh giá nhân viên không được rõ lắm
Văn phòng cũ, có chuột ...",Neutral,Positive,Positive,0.027135475981847082,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9728645240181529
45,Allexceed Việt Nam,3,"Sếp thân thiện . Sếp thân thiện, nhân viên giúp đỡ lẫn nhau nhiệt tình.
OT nếu đăng ký, tính tiền bình thường, có mỳ tôm cho ai OT. . Công nghệ khá cũ, đôi khi gây nhàm chán. Rất ít khi team building",Neutral,Positive,Positive,0.028193774805039044,Neutral → Positive,Từ lóng / ngữ cảnh ngành IT,0.971806225194961
1202,Extreme Việt Nam,3,"Biết tiếng Nhật thì vào, không biết thì tìm công ty khác mà làm . Văn phòng đẹp, nhiều anh chị vui tính, dễ gần, đồ ăn nhiều . Đánh giá nhân viên ko công bằng. Ai biết tiếng Nhật thì auto ngon
Trả lương đầy đủ khi OT, cũng ko nhiều. Nhưng nhiều khi phải giải trình nọ kia mệt",Neutral,Positive,Positive,0.029395563905695365,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9706044360943047
8133,VNG Corporation,3,"Môi trường ổn . Cty làm các sản phẩm có lượng user lớn, có nhiều thử thách, văn phòng đẹp, tiện ích tốt, chế độ rõ ràng . Môi trường cạnh tranh lương thưởng, KPI ... ai biết lấy lòng sếp thì sẽ được thăng tiến nhanh",Neutral,Positive,Positive,0.03066908816007647,Neutral → Positive,Sắc thái hoặc ngữ cảnh chưa rõ,0.9693309118399235
2970,FPT Software,3,"Tốt để học hỏi . - Học hỏi được rất nhiều từ mọi người xung quanh
- Văn hóa công ty thú vị . - Lương thấp
- Chế độ đã ngộ chưa cao so với mắt bằng chung",Neutral,Positive,Positive,0.03149929341130429,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9685007065886957
1951,FPT Software,3,"Môi trường thân thiện, hòa đồng . Môi trường phát triển tốt, đồng nghiệp hòa đồng, thu nhập có cải thiện. . Giảm bớt những quy trình không cần thiết, có chính sách tăng thu nhập phù hợp với nhân viên.
OT ít khi được tính, nhiều task được assign không phù hợp với level hiện tại của dev",Neutral,Positive,Positive,0.03193463706413045,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9680653629358695
5540,NashTech,3,"Môi trường làm việc tốt . Môi trường làm việc thân thiện, lương hưởng đúng với năng lực
ít khi OT, nhưng khi có thì OT thì lương thưởng xứng đáng . Công việc hơi áp lực và nặng nề khi có nhiều công việc",Neutral,Positive,Positive,0.03331012503491717,Neutral → Positive,Khen và chê trong cùng review,0.9666898749650829
1485,FPT Software,3,"Phù hợp người mới phát triển sự nghiệp hoặc deal lương cao ngay từ đầu . Có xjob, có Udacity, môi trường có quy trình rõ và ptr tiếng anh giao tiếp, office đẹp
Phù hợp người mới phát triển sự nghiệp, fresher trái ngành . Tăng lương cơ bản, ít nhậu lại, hạn chế buôn chuyện trong lúc làm việc",Neutral,Positive,Positive,0.03350240100709298,Neutral → Positive,Sắc thái hoặc ngữ cảnh chưa rõ,0.966497598992907
3324,FPT Software,3,"Great culture . +Working space: open-view, have many facilities: canteen, gym, footbal yard, basketball/volleyball yard and training center…
+Working environment: young, challenge, international environment, have many projects with new technologies.
+Colleagues: friendly, proactive, strong skill and come from many places (domestically and internationally). . The company is too far from the city center.
The insurance regime is not really good and attractive.",Neutral,Positive,Positive,0.033537410929944604,Neutral → Positive,Từ lóng / ngữ cảnh ngành IT,0.9664625890700554
2997,FPT Software,3,"Cong viec on dinh . Mọi người trong công ty hòa đồng, ăn nhậu tốt thì dễ lên chức =)) . Lam lấy kinh nghiệm ổn định thì được, chứ muốn phát triễn thì ko có",Neutral,Positive,Positive,0.033806846359806214,Neutral → Positive,Sắc thái hoặc ngữ cảnh chưa rõ,0.9661931536401938
407,Bosch Global Software Technologies Company Limited,3,"Môi trường tốt, đồng nghiệp thân thiện. . Văn phòng đẹp, máy tính tốt, có các chương trình training . OT không lương, một số dự án nhàm chán, lập đi lặp lại",Neutral,Positive,Positive,0.03385664355766145,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9661433564423385
2617,FPT Software,3,"Môi Trường năng động . Được đi onsite Mỹ nếu có tiếng Anh.
Thưởng dự án nhiều nếu làm nhiều effort.
Trợ cấp cho nhân viên đầy đủ. Có xe đưa đón về nhà . Lương, thưởng thấp, tăng chậm.",Neutral,Positive,Positive,0.033987830567426366,Neutral → Positive,Sắc thái hoặc ngữ cảnh chưa rõ,0.9660121694325736
7916,Vitalify Asia,3,"Công ty theo chủ nghĩa thành quả . làm labo ổn đinh bãi đâu xe rộng, toà nhà đẹp, nhiều người Nhật . Công ty theo chủ nghĩa thành quả, không có nhiều chế độ như company trip, teambuilding, team size ít mỗi labo chỉ tầm 1,2 người, không có tech leader, tester....",Neutral,Positive,Positive,0.03419113903419148,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9658088609658085
1392,FPT Software,3,"Công ty văn hóa trẻ thích hợp làm khi mới ra trường . Công ty nhiều bạn trẻ, năng động, văn hóa vui chơi nhiều
Trả lương OT thấp hoặc không trả, vì thường các dự án phải OT là hết budget rồi . Lương thì hơi thấp mà công việc thì cũng khó ổn định",Neutral,Positive,Positive,0.03454703620024552,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9654529637997544
2443,FPT Software,3,"sếp tốt, quy trình làm việc rõ ràng . sếp tốt
văn phòng đẹp
dự án khá tốt
quy trình làm việc rõ ràng
trả lương OT rõ ràng theo thời gian khai báo
trả lương OT vào cuối năm . quy trình xét thưởng chưa rõ ràng
lương thấp
máy công ty hơi chậm",Neutral,Positive,Positive,0.034934343310517084,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.965065656689483
3930,Hitachi Digital Services,3,"Công ty tạm được . Công ty lớn nên chế độ lương thưởng rõ ràng. Văn phòng máy lạnh. . Công việc khá áp lực nên thường xuyên phải làm thêm giờ.
Chỉ được trả OT nếu đi làm cuối tuần và các ngày lễ",Neutral,Positive,Positive,0.03519819414792295,Neutral → Positive,Từ lóng / ngữ cảnh ngành IT,0.9648018058520771
560,Capgemini Vietnam,3,"View đẹp - Sếp hiền . View đẹp. Mọi người thân thiện, môi trường làm việc hơi hiền phù hợp với những người có kinh nghiệm lâu năm hơn. Với sinh viên mới ra trường đây là môi trường hơi thụ động
Có cơ hội đi onsite nhiều.Giờ giấc làm việc thoải mái miễn sao handle đc task. . Sau thời gian thực tập 6 tháng bạn có thể bị đá văng lúc nào ko hay.
Ăn uống tẹt ga, dễ bị lên cân vì được chiều chuộng quá mức.",Neutral,Positive,Positive,0.035946930763408796,Neutral → Positive,Từ lóng / ngữ cảnh ngành IT,0.9640530692365912
1185,"Esoft Vietnam., Ltd",3,"Môi trường chuyên nghiệp, chế độ cho nhân viên chưa toàn diện . Macbook, đồ uống, ăn, không khí làm việc vui vẻ, hòa đồng . Tăng lương, nên có OT cho khối non-production như Customer Service
Không có OT cho khối non-production
Khối pro thì ăn theo sản phẩm",Neutral,Positive,Positive,0.03622257668338295,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9637774233166171
7128,SmartOSC,3,"Môi trường quốc tế nhưng . Môi trường làm việc quốc tế năng động, hầu hết là các dự án nước ngoài. Đồng nghiệp thân thiện nhiệt tình, h giấc làm việc linh hoạt (cái này mình thấy rất ít công ty ở VN có). Lãnh đạo rất quan tâm đến đời sống tinh thần nhân viên. Rất tốt cho các bạn Fresher hoặc Junior trải nghiệm và trau dồi kinh nghiệm. Còn với Senior thì cần một một trường chuyên nghiệp hơn để phát triển. Hoặc nếu bạn là senior rồi thì có thể vào để dìu dắt đàn em thơ =)))
Có OT cho những dự án gấp và OT được trả lương đầy đủ nhé . Một số bộ phận chưa có quy trình chuẩn, vẫn lộn xộn. Trình độ nhân viên không đồng đều, ít người có nhiều kinh nghiệm dẫn dắt. Lương cho người lâu năm thấp nên không giữ dc người giỏi và có chuyên môn cao.",Neutral,Positive,Positive,0.03703572368852646,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9629642763114735
1445,FPT Software,3,"Khó phát triển . không gian làm việc tuyệt vời và đồng nghiệp dự án tốt
môi trường làm việc ok nhưng lương và hướng phát triển không có . lead cần có cái nhìn sâu hơn về member và support hơn về career path của mem",Neutral,Positive,Positive,0.03705108023083634,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9629489197691636
3923,Hitachi Digital Services,3,"Phù hợp ổn định và lâu dài . Môi trường làm việc thoải mái, dễ trao đổi với đồng nghiệp.
Nhiều hoạt động ngoài giờ. . OT ""việt nam"" khá thường xuyên nhưng không có ""hiện kim"".",Neutral,Positive,Positive,0.037461671975725246,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9625383280242747
7464,"Toshiba Software Development (Viet Nam) Co, Ltd",3,"Môi trường tốt để học hỏi cho các bạn mới ra trường . Đồng nghiệp thân thiện, sếp tốt, môi trường làm việc thoải mái về giờ giấc . Gửi xe khó khăn nếu đi vào giờ cao điểm, viết doc hơi nhiều",Neutral,Positive,Positive,0.03753801163442888,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9624619883655712
2802,FPT Software,3,"Môi trường tốt cho fresher . Mọi người thân thiện, ăn uống nhậu nhẹt anh em đều nhiệt tình. Môi trường tốt để học tập
Được hưởng theo chế độ OT, . thích tất tần tật, không có điều không thích nên cố gắng ghi đủ 50 kí tự.",Neutral,Positive,Positive,0.03783283339722255,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9621671666027775
4320,IVS,3,"Công ty của Nhật, Có nhiều activities cho nhân viên . Công ty Nhật bản, có môi trường học/làm việc bằng tiếng Nhật
OT khá nhiều nhưng vẫn trả đầy đủ. Có khu vực ăn uống cũng như có chế độ trả tiền ăn tối khi OT . Các dự án hầu hết là maintain, upgrade các dự án cũ. Các bạn trẻ vào thì sẽ không học được nhiều lắm so với các công ty khác",Neutral,Positive,Positive,0.03838176680966774,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9616182331903322
1600,FPT Software,3,"Sếp tốt , văn phòng rộng . Các sếp đều tốt , văn phòng rộng , lương thưởng trả đúng thời gian . Cần nâng mặt bằng lương của toàn thể nhân viên công ty cho phù hợp với công sức
Nhiều dự án OT không có lương, làm giảm sức khoẻ của anh em",Neutral,Positive,Positive,0.03861117897261421,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9613888210273858
2811,FPT Software,3,"Môi trường ổn, thoải mái . Văn phòng rộng rãi, khuôn viên đẹp, hiện đại, môi trường thoải mái . Công việc phải OT nhiều, lương thưởng phúc lợi thấp, chế độ chưa tốt.",Neutral,Positive,Positive,0.03878162163520013,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9612183783647998
3307,FPT Software,3,"Môi trường năng động, thoải mái . Rất thích hợp cho các bạn sinh viên mới ra trường và thực tập sinh. Môi trường năng động, có nhiều cơ hội cọ xát với nhiều dự án lớn. Nhiều cơ hội phát triển kĩ năng cũng như kiến thức về lập trình. . Cần thay đổi chính sách hỗ trợ nhiều hơn cho nhân viên (thưởng bonus, OT,...)",Neutral,Positive,Positive,0.03982271733617444,Neutral → Positive,Từ lóng / ngữ cảnh ngành IT,0.9601772826638255
7840,Viettel Group,3,"Working fine . Lots of optimize problems. Help to improve skill.
OT without salary. No support for working overnight . Courses shouldn’t be mandatory. More flexible time policy.",Neutral,Positive,Positive,0.04008764174775506,Neutral → Positive,Từ lóng / ngữ cảnh ngành IT,0.959912358252245
2965,FPT Software,3,"Lương thấp, môi trường làm việc thoải mái . Môi trường giờ giấc làm việc thoải mái. Sếp thân thiện, văn phòng thoải mái. Học tập đc về quy trình. Có nhiều khóa học cho nhân viên . Lương thấp so vs mặt bằng chung. Công việc khó nâng cao tay skill
Có tính OT hay k tùy vào team nhưng hầu như là không có",Neutral,Positive,Positive,0.04052638339067753,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9594736166093225
4203,IMT Solutions,3,"môi trường tốt . môi trường làm việc tốt, mọi người hoà đồng vui vẻ . các dự án đa số sử dụng công nghệ cũ, nếu các bạn muốn học hỏi công nghệ mới thì đừng vào",Neutral,Positive,Positive,0.040763286661157944,Neutral → Positive,Sắc thái hoặc ngữ cảnh chưa rõ,0.9592367133388421
2851,FPT Software,3,"Môi trường như nhà nước 8h tới cty 5h về . Bãi đậu xe rộng, nhiều khoá training, các hoat động ăn chơi đầy đủ . Nhiều thứ, liên quan tới lương và dự án. Cái này chắc tuỳ vào tình hình của từng đơn vị",Neutral,Positive,Positive,0.040975669739733045,Neutral → Positive,Sắc thái hoặc ngữ cảnh chưa rõ,0.959024330260267
3969,Hitachi Digital Services,3,"Good environment . Good environment, many things to learn, Promotion review every year . Không có nhiều cơ hội để cọ xát, nâng cao tay nghề.",Neutral,Positive,Positive,0.042681467268823325,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9573185327311766
5538,NashTech,3,"Môi trường làm việc tốt, và học hỏi nhiều, phù hợp cho các bạn mới ra trường . Văn phòng đẹp, công ty tạo điều kiện cho mọi người làm việc, học hỏi và thư giãn.
Môi trường làm việc tốt, tổ chức nhiều khoá training course cho nashers . Một vài dự án phải OT nhiều, một phần là do bên khách hàng không charge project management fee nên tasks hay estimation đều do khách hàng quyết định.",Neutral,Positive,Positive,0.04296592167862799,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.957034078321372
2699,FPT Software,3,"Phù hợp với fresher mới ra trường . Môi trường cởi mở, có nhiều lớp training kĩ năng. View khá đẹp
Thỉnh thoảng có OT một chút, nhưng cũng không có vấn đề gì . - Lương thưởng tăng chậm trừ khi có thành tích đặc biệt",Neutral,Positive,Positive,0.044401993974460104,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9555980060255399
5324,NashTech,3,"Công ty tốt để thực tập . mình chỉ intern ở đây nhưng mọi thứ ổn, anh chị trong team giúp đỡ nhiều
ko có OT vì mình chỉ intern ở đây. Tuy nhiên mình cũng thấy các anh chị kêu ko OT nhiều . hiện tại ko ì mình chỉ intern ở đây. trong quá trình intern thì mong ac thống nhất rqm",Neutral,Positive,Positive,0.044403688891602,Neutral → Positive,Khen và chê trong cùng review,0.955596311108398
2722,FPT Software,3,"Môi trường khá tốt . Môi trường tốt cho các bạn mới ra trường, có nhiều cơ hội để học tập và thể hiện bản thân,
OT được trả lương, phụ cấp Theo quy định nhà nước. . Công việc không có nhiều thử thách cho các bạn có nhiều kinh nghiệm. Công ty không tập trung vào nâng cao trình độ trung bình của nhân viên.",Neutral,Positive,Positive,0.04446827019434933,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9555317298056507
8130,VNG Corporation,3,"Sếp tốt, không gian thoải mái, thời gian linh động . Sếp tốt, không gian đẹp và thoải mái, cảm giác như ở bạn, thời gian linh động . Việc làm nhiều nên hơi áp lực đối với các bạn mới vào làm",Neutral,Positive,Positive,0.044926283140033614,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9550737168599663
3956,Hitachi Digital Services,3,"Môi trường tốt cho sinh viên mới ra trường . Văn phòng thoáng
Team-work tốt
Tech lead am hiểu sâu rộng, nếu chiụ khó học hỏi thì dễ lên tay . OT ở đây dường như là điều dĩ nhiên
Chưa có nhiều tiện ích cho nhân viên trong văn phòng
Vì là công ty outsource nên gần tới ngày deploy thì OT rất nhiều",Neutral,Positive,Positive,0.04620528247026634,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9537947175297337
368,Bosch Global Software Technologies Company Limited,3,"Công việc lặp lại nhiều . Văn phòng tầng 2 khá đep, rộng rãi thoải mái
Máy tính cấu hình siêu mạnh
Thời gian làm việc rất là flexible
Lương intern tốt . Công việc mang tính lặp lại nhiều
Project cũ, chủ yếu thửa từ Ấn và Đức
Phải giao tiếp vs Bosch Ấn và Bosch Nhật khá khó nghe
Quan trong ko phải là kĩ năng code hay sáng tạo mà là hiểu dc hệ thống càng nhiều càng tốt
Lương fresher thấp
Hay phải tự OT để hoàn thành công việc
Ko có chế độ OT rõ ràng, OT trong tuần thường là tự giác thực hiện. OT cuối tuần phải xin approve lòng vòng",Neutral,Positive,Positive,0.04718800027521,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.95281199972479
1303,Floating Cube Studios,3,"Môi trường làm việc thoải mái . Giờ giấc thoải mái
Có phòng nghĩ trưa, nhiều chò trơi giảm stress
Trang thiết bị được cung cấp đầy đủ
Cty mẹ ở nước ngoài sát sao, hỗ trợ tận tình
Ít OT
Khá ít, nếu đẩy gấp tiến độ thì có thể remote làm ở nhà . Nhân lực mỏng
Không được training bài bản, thiếu tài liệu bài bản, tự học hoặc hỏi đồng nghiệp là chính
Đồng nghiệp có vài người bố đời, hay phán lúc làm việc. Bạn không thể yên tĩnh làm việc vì thế nào họ cũng làm phiền",Neutral,Positive,Positive,0.04804113856986442,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9519588614301355
501,Capgemini Vietnam,3,"Môi trường thoải mái nhưng ít dự án . Văn phòng đẹp,
khu ăn uống xung quanh đa dạng, giá cả phải chăng,
bảo hiểm, phúc lợi đầy đủ, đúng luật
project không có OT, nếu có cũng được thanh toán sòng phẳng . Họp hành rất nhiều,
Làm việc nhiều khi gặp sự cố về mạng rất khó chịu,
Không có nhiều option về công nghệ để lựa chọn",Neutral,Positive,Positive,0.04815060944378008,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.95184939055622
7512,Trobz,3,"Khá ổn so với mặt bằng chung . Moi truong hoa dong than thien, moi nguoi giup do nhau . 1 so du an OT kha ap luc, nhan vien doi khi phia vua phan tich vua test vua support",Neutral,Positive,Positive,0.048471308769192985,Neutral → Positive,Từ lóng / ngữ cảnh ngành IT,0.951528691230807
8170,VNG Corporation,3,"Môi truong lam việc tốt . Văn hóa cty tốt - HR quan tâm tới nv - Văn phòng làm việc đẹp
Hài lòng với OT . Những team support ko đc đánh giá cao, lương thấp",Neutral,Positive,Positive,0.04928990103749901,Neutral → Positive,Từ lóng / ngữ cảnh ngành IT,0.950710098962501
2316,FPT Software,3,"Thích hợp cho Fresher . Mọi người hòa đồng.
Mọi người ai cũng chăm chỉ, nhiệt huyết
Mọi người hòa đồng.
Mọi người ai cũng chăm chỉ, nhiệt huyết . Đôi lúc dự án to thì khá áp lực, nhưng mọi người đều cố gắng vượt qua",Neutral,Positive,Positive,0.050309618197773735,Neutral → Positive,Khen và chê trong cùng review,0.9496903818022263
1508,FPT Software,3,"Công Ty tốt để phát triển dành cho Fresher -> Junior . Tùy vào team và manager thì các working experience khác nhau. Có thể thay project nếu không vừa ý với project hiện tại.
Công ty có nhiều project để mọi người tìm hiểu và chọn lựa dựa theo sở thích. . Cơ chế bonus tháng khá khó chịu và không được tính vào lương tháng 13",Neutral,Positive,Positive,0.05039125491767626,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9496087450823237
4055,Hybrid Technologies,3,"[HCM] Cách deal lương ở Hybrid Technologies cho dev . Mình là B.O cũ nên có đôi lời, giờ mình làm cty Âu Mỹ rồi.
Các cấp bậc lương sẽ như sau, nếu ít hơn hãy từ chối offers nhé, vì chưa có cty Nhật nào công việc khổ như cty này, deal tệ làm tệ quit sớm khổ ra:
- fresher: 8-10tr gross (liếm 1 năm kn rồi quit sẽ được tăng lương !!)
- junior: 20-30tr gross (2->4 năm)
- senior: 35-45tr (> 5 năm)
Không chỗ này thì làm chỗ khác, VN thiếu hụt tới 100k dev lận.
OT tốt, có phần ngon hơn cty Nhật khác
Lương cao nhưng phải biết cách deal nha . - Công ty nên giảm số người BO, HR, asset, ... lại, nên dùng tiền đó để tăng lương cho dev thì tốt hơn.
- Hầu hết cấp cao là người bắc nên khó quen với ai là miền nam.
- Chỉ có nhân viên ios mới có macbook, còn lại làm máy bàn cũ.",Neutral,Positive,Positive,0.051368882610241307,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9486311173897587
1681,FPT Software,3,"Sếp tôt .môi trường cạnh tranh . Chỗ đậu xe rộng rãi. Có hầm. Gần cty có cơm ăn được
Ot có tính tiền hàng tháng . Làm việc tại chỗ thì có thể giảm bớt. . Ot nhiều lần trong tháng. Quá nhiều pj khó khăn cho doanh nghiệp",Neutral,Positive,Positive,0.05169782462680153,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9483021753731985
1549,FPT Software,3,"Công ty ổn cho những ae mới ra trường . Môi trường ok, lương thưởng thấp, phù hợp cho ae fresher mới ra trường.
OT tùy dự án cũng như đơn vị sẽ trả đủ tiền OT hay không . Cải thiện lương, thưởng, chế độ OT cho nhân viên. ..",Neutral,Positive,Positive,0.05200547113486082,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9479945288651391
4544,KMS Technology,3,"Phát triển tùy dự án . Nhân viên thân thiện, training đầy đủ, du lịch hằng năm . Công việc outsource, tùy dự án thì mức độ phát triển sẽ khác nhau
Không nhận được lương OT theo đóng góp, nhiều team làm việc OT nhiều",Neutral,Positive,Positive,0.05228742345484817,Neutral → Positive,Phủ định hoặc sắc thái đảo chiều,0.9477125765451518
3218,FPT Software,3,"Môi trường tốt cho sinh viên mới ra trường . Quy trình traning cho người mới rất bài bản , giúp cho sinh viên mới ra trường có thể hòa nhập với công việc nhanh chóng . Phải lên Hòa lạc làm việc , nếu ở HN thì đi lại mất thời gian",Neutral,Positive,Positive,0.05272753591235811,Neutral → Positive,Sắc thái hoặc ngữ cảnh chưa rõ,0.9472724640876419
